23.21,966.30,71.08,66.44,398.44,"9/13/2022, 04:29:56"
23.22,966.29,71.06,66.54,398.52,"9/13/2022, 04:30:00"
23.25,966.29,71.02,66.49,398.44,"9/13/2022, 04:30:04"
23.27,966.30,70.97,65.78,398.35,"9/13/2022, 04:30:07"
23.28,966.30,70.90,66.13,398.35,"9/13/2022, 04:30:11"
23.31,966.31,70.81,66.49,398.35,"9/13/2022, 04:30:15"
23.32,966.31,70.74,66.13,398.35,"9/13/2022, 04:30:18"
23.33,966.31,70.72,66.13,398.35,"9/13/2022, 04:30:22"
23.33,966.32,70.77,65.72,398.26,"9/13/2022, 04:30:26"
23.33,966.32,70.79,66.03,398.26,"9/13/2022, 04:30:29"
23.33,966.32,70.81,66.34,398.26,"9/13/2022, 04:30:33"
23.33,966.32,70.81,66.29,398.26,"9/13/2022, 04:30:37"
23.33,966.32,70.83,66.24,398.35,"9/13/2022, 04:30:40"
23.33,966.31,70.84,66.18,398.26,"9/13/2022, 04:30:44"
23.32,966.32,70.83,66.70,398.18,"9/13/2022, 04:30:48"
23.32,966.33,70.83,66.34,398.18,"9/13/2022, 04:30:51"
23.31,966.33,70.76,66.39,398.18,"9/13/2022, 04:30:55"
23.30,966.33,70.72,66.13,398.18,"9/13/2022, 04:30:59"
23.29,966.33,70.84,66.34,398.18,"9/13/2022, 04:31:02"
23.28,966.33,70.95,66.29,398.09,"9/13/2022, 04:31:06"
23.27,966.34,71.20,66.08,398.09,"9/13/2022, 04:31:10"
23.27,966.34,71.61,66.70,398.09,"9/13/2022, 04:31:14"
23.26,966.34,71.84,66.49,398.09,"9/13/2022, 04:31:17"
23.25,966.34,71.83,66.18,398.09,"9/13/2022, 04:31:21"
23.24,966.35,72.00,66.54,398.09,"9/13/2022, 04:31:25"
23.23,966.35,72.23,66.29,398.00,"9/13/2022, 04:31:28"
23.22,966.34,72.09,66.34,398.09,"9/13/2022, 04:31:32"
23.22,966.34,71.97,66.75,398.09,"9/13/2022, 04:31:36"
23.21,966.33,71.84,66.54,398.00,"9/13/2022, 04:31:39"
23.19,966.34,71.57,66.54,398.00,"9/13/2022, 04:31:43"
23.19,966.34,71.37,66.49,397.92,"9/13/2022, 04:31:47"
23.17,966.35,71.31,66.13,397.92,"9/13/2022, 04:31:50"
23.17,966.35,71.25,66.29,397.83,"9/13/2022, 04:31:54"
23.17,966.36,71.13,66.08,398.00,"9/13/2022, 04:31:58"
23.16,966.35,71.08,66.13,397.92,"9/13/2022, 04:32:01"
23.16,966.35,71.06,66.29,398.00,"9/13/2022, 04:32:05"
23.15,966.35,71.09,66.44,397.92,"9/13/2022, 04:32:09"
23.14,966.36,71.11,65.93,397.92,"9/13/2022, 04:32:12"
23.14,966.36,71.11,65.98,397.83,"9/13/2022, 04:32:16"
23.15,966.36,71.11,66.18,397.92,"9/13/2022, 04:32:20"
23.15,966.36,71.09,66.29,397.74,"9/13/2022, 04:32:23"
23.16,966.36,71.09,66.34,397.92,"9/13/2022, 04:32:27"
23.17,966.36,71.06,66.03,397.83,"9/13/2022, 04:32:31"
23.17,966.35,71.03,66.24,397.83,"9/13/2022, 04:32:35"
23.19,966.36,71.01,66.65,397.92,"9/13/2022, 04:32:38"
23.20,966.35,71.00,66.34,397.92,"9/13/2022, 04:32:42"
23.21,966.36,70.92,66.34,397.92,"9/13/2022, 04:32:46"
23.21,966.35,70.89,66.44,398.00,"9/13/2022, 04:32:49"
23.21,966.35,70.84,66.13,397.92,"9/13/2022, 04:32:53"
23.21,966.36,70.84,66.03,397.92,"9/13/2022, 04:32:57"
23.21,966.35,70.81,66.81,398.00,"9/13/2022, 04:33:00"
23.20,966.35,70.75,66.24,397.92,"9/13/2022, 04:33:04"
23.20,966.36,71.23,66.29,397.83,"9/13/2022, 04:33:08"
23.19,966.36,71.79,66.18,397.74,"9/13/2022, 04:33:11"
23.18,966.37,71.92,65.88,397.74,"9/13/2022, 04:33:15"
23.17,966.37,71.89,66.29,397.74,"9/13/2022, 04:33:19"
23.16,966.38,71.60,66.34,397.66,"9/13/2022, 04:33:22"
23.15,966.38,71.39,66.54,397.74,"9/13/2022, 04:33:26"
23.15,966.37,71.31,66.13,397.83,"9/13/2022, 04:33:30"
23.14,966.37,71.32,66.54,397.74,"9/13/2022, 04:33:33"
23.13,966.37,71.20,66.34,397.74,"9/13/2022, 04:33:37"
23.12,966.37,71.12,66.70,397.83,"9/13/2022, 04:33:41"
23.11,966.37,71.09,66.54,397.83,"9/13/2022, 04:33:44"
23.09,966.37,71.11,66.29,397.74,"9/13/2022, 04:33:48"
23.08,966.38,71.16,66.49,397.74,"9/13/2022, 04:33:52"
23.08,966.37,71.22,66.60,397.66,"9/13/2022, 04:33:56"
23.09,966.37,71.23,66.24,397.74,"9/13/2022, 04:33:59"
23.08,966.36,71.21,66.60,397.83,"9/13/2022, 04:34:03"
23.08,966.36,71.19,66.75,397.74,"9/13/2022, 04:34:07"
23.07,966.37,71.22,66.96,397.66,"9/13/2022, 04:34:10"
23.07,966.37,71.23,66.54,397.74,"9/13/2022, 04:34:14"
23.07,966.36,71.25,66.24,397.83,"9/13/2022, 04:34:18"
23.08,966.37,71.27,66.34,397.83,"9/13/2022, 04:34:21"
23.08,966.37,71.29,66.70,397.74,"9/13/2022, 04:34:25"
23.07,966.38,71.31,66.49,397.74,"9/13/2022, 04:34:29"
23.07,966.37,71.31,66.96,397.74,"9/13/2022, 04:34:32"
23.06,966.37,71.29,66.70,397.74,"9/13/2022, 04:34:36"
23.05,966.37,71.30,66.29,397.74,"9/13/2022, 04:34:40"
23.04,966.37,71.26,66.54,397.74,"9/13/2022, 04:34:43"
23.03,966.38,71.27,66.49,397.74,"9/13/2022, 04:34:47"
23.03,966.37,71.30,66.49,397.74,"9/13/2022, 04:34:51"
23.02,966.38,71.31,66.65,397.74,"9/13/2022, 04:34:54"
23.03,966.38,71.31,66.18,397.66,"9/13/2022, 04:34:58"
23.03,966.37,71.31,66.70,397.74,"9/13/2022, 04:35:02"
23.03,966.37,71.35,66.70,397.83,"9/13/2022, 04:35:05"
23.03,966.37,71.35,66.86,397.83,"9/13/2022, 04:35:09"
23.03,966.37,71.37,65.98,397.83,"9/13/2022, 04:35:13"
23.03,966.36,71.39,66.44,397.83,"9/13/2022, 04:35:17"
